person_list,cluster,vipr_score,vipr_weight,sentiment_score,circulation_size,mention_count,cluster_label
Necole Dandridge,1.0,0.0,275.0,0.0,1071.5,2,Lower Visibility / Negative Tone
Olaf Scholz,0.0,0.0,580.5,0.0,17098805.0,2,High Visibility / Negative Tone
Oxon Hill,1.0,0.0,482.0,0.0,1711.0,2,Lower Visibility / Negative Tone
Pamela Gallardo,1.0,0.0,275.0,0.0,1071.5,2,Lower Visibility / Negative Tone
Panco Georgiev,1.0,0.0,400.0,0.0,6666.0,2,Lower Visibility / Negative Tone
Patrick Gallardo,1.0,0.0,275.0,0.0,1071.5,2,Lower Visibility / Negative Tone
Paul Healy,0.0,0.0,1558.5,0.0,9430251.0,2,High Visibility / Negative Tone
Paula Forbis,1.0,0.0,841.5,0.0,77403.5,2,Lower Visibility / Negative Tone
Paxmedica,0.0,0.0,687.0,0.0,16555.5,2,High Visibility / Negative Tone
Payam Nov,1.0,0.0,1285.5,0.0,5711.5,2,Lower Visibility / Negative Tone
Phil Ellingsworth,0.0,0.0,1558.5,0.0,9430251.0,2,High Visibility / Negative Tone
Product Monograph,0.0,0.0,775.0,0.0,1912.5,2,High Visibility / Negative Tone
Psychodidae,1.0,0.0,554.0,0.0,8821.5,2,Lower Visibility / Negative Tone
Psychol,1.0,0.0,1167.5,0.0,31771.5,2,Lower Visibility / Negative Tone
Pure Earth,0.0,0.0,1222.5,0.0,27786.0,2,High Visibility / Negative Tone
Renia Dotson,1.0,0.0,841.5,0.0,793312.5,2,Lower Visibility / Negative Tone
Rheumatol,1.0,0.0,354.0,0.0,66101.0,2,Lower Visibility / Negative Tone
Rhoda Weiss,0.0,0.0,1558.5,0.0,9430251.0,2,High Visibility / Negative Tone
Rich Leonowitz,0.0,0.0,1558.5,0.0,9430251.0,2,High Visibility / Negative Tone
Roger Marshall,0.0,0.0,1231.5,0.0,43068.5,2,High Visibility / Negative Tone
Rotterdam,0.0,0.0,896.5,0.0,128031.0,2,High Visibility / Negative Tone
Sabirnetug,1.0,0.0,523.5,0.0,11788860.0,2,Lower Visibility / Negative Tone
Sarah Wakeman,1.0,0.0,1033.0,0.0,421955.0,2,Lower Visibility / Negative Tone
Scott Charles,0.0,0.0,1558.5,0.0,9430251.0,2,High Visibility / Negative Tone
Scott Mcgowan,0.0,0.0,687.0,0.0,16555.5,2,High Visibility / Negative Tone
Spinor,1.0,0.0,384.5,0.0,2712.0,2,Lower Visibility / Negative Tone
Tracey Woodruff,0.0,0.0,1021.5,0.0,714675.0,2,High Visibility / Negative Tone
Trauma Outreach,0.0,0.0,1558.5,0.0,9430251.0,2,High Visibility / Negative Tone
Umm Al-Jamal,1.0,0.0,375.0,-8.5,86592.0,2,Lower Visibility / Negative Tone
Uzo Aduba,0.0,0.0,1277.5,0.0,4667762.5,2,High Visibility / Negative Tone
Vaccine Qiiv,1.0,0.0,368.0,0.0,78070.5,2,Lower Visibility / Negative Tone
Visio,1.0,0.0,654.0,0.0,323888.5,2,Lower Visibility / Negative Tone
Wafaa Elwan,1.0,0.0,375.0,-8.5,86592.0,2,Lower Visibility / Negative Tone
Wes Ii,1.0,0.0,562.5,0.0,3187.5,2,Lower Visibility / Negative Tone
Woodrow Wilson,0.0,0.0,1310.0,0.0,4151934.5,2,High Visibility / Negative Tone
Yan Ll,1.0,0.0,1025.0,0.0,29962.5,2,Lower Visibility / Negative Tone
Zamora Chinchipe,1.0,0.0,935.5,0.0,603358.0,2,Lower Visibility / Negative Tone
Zhang Z,1.0,0.0,396.5,0.0,6605.5,2,Lower Visibility / Negative Tone
Zhou,0.0,0.0,680.0,0.0,6046552.5,2,High Visibility / Negative Tone
Ziga Cago,1.0,0.0,384.5,0.0,2712.0,2,Lower Visibility / Negative Tone
Abu Al-Jidyan,1.0,-4.0,296.0,1.0,58379.0,2,Lower Visibility / Negative Tone
Hibatullah Akhundzada,1.0,-7.0,591.5,6.5,440450.0,2,Lower Visibility / Negative Tone
Maria Mejia,1.0,-16.0,259.0,-4.0,885.0,2,Lower Visibility / Negative Tone
Robert Levine,1.0,-16.0,259.0,-4.0,885.0,2,Lower Visibility / Negative Tone
Jose Ybarra,1.0,-19.5,235.5,-2.0,81888.0,2,Lower Visibility / Negative Tone
Eps,0.0,-20.0,261.5,2.0,6953015.0,2,High Visibility / Negative Tone
Kingsley,1.0,-22.0,1211.0,1.0,7415.0,2,Lower Visibility / Negative Tone
Ben Tinker,1.0,-23.0,383.0,-17.5,23485.0,2,Lower Visibility / Negative Tone
Edward Kennedy,1.0,-25.0,79.0,-1.0,786504.5,2,Lower Visibility / Negative Tone
Alec Freyn,1.0,-26.0,298.0,4.0,14275.5,2,Lower Visibility / Negative Tone
Galit Alter,1.0,-26.0,298.0,4.0,14275.5,2,Lower Visibility / Negative Tone
Patrick Jackson,1.0,-37.5,73.0,-1.5,336530.5,2,Lower Visibility / Negative Tone
Azeem Majeed,1.0,-49.5,616.0,-4.5,278143.5,2,Lower Visibility / Negative Tone
Jennifer,0.0,-50.0,225.0,-0.5,3898805.0,2,High Visibility / Negative Tone
Paul Hennessy,1.0,-50.0,850.0,-1.5,658811.0,2,Lower Visibility / Negative Tone
Veronika Pfaeffle,1.0,-50.0,350.0,-3.0,482930.0,2,Lower Visibility / Negative Tone
Deer Mouse,1.0,-57.5,392.5,-0.5,15183093.0,2,Lower Visibility / Negative Tone
Defensin,1.0,-62.5,692.5,12.0,1614290.5,2,Lower Visibility / Negative Tone
Kumar S.,1.0,-65.0,340.0,1.0,1039.0,2,Lower Visibility / Negative Tone
Gay,1.0,-71.5,908.0,2.5,229896.5,2,Lower Visibility / Negative Tone
Stacey Lee,1.0,-74.5,455.5,2.5,124676.5,2,Lower Visibility / Negative Tone
Michael Foods,1.0,-82.0,291.0,-1.0,128670.0,2,Lower Visibility / Negative Tone
Jasper,1.0,-87.5,139.5,-0.5,3816.0,2,Lower Visibility / Negative Tone
La Paz,1.0,-91.5,404.0,-0.5,1312270.5,2,Lower Visibility / Negative Tone
Infant Pairs,1.0,-100.0,404.0,-5.0,929.0,2,Lower Visibility / Negative Tone
Julie Carter,0.0,-100.0,704.5,-1.0,81537.0,2,High Visibility / Negative Tone
Mennonite,0.0,-100.0,704.5,-1.0,81537.0,2,High Visibility / Negative Tone
Tina Siemen,0.0,-100.0,704.5,-1.0,81537.0,2,High Visibility / Negative Tone
Voltaren,1.0,-100.0,500.0,3.5,2435.0,2,Lower Visibility / Negative Tone
Vanessa Yurkevich,1.0,-102.5,118.5,2.5,1060.5,2,Lower Visibility / Negative Tone
Pontificia Universidad,1.0,-103.0,433.0,-5.5,1908478.5,2,Lower Visibility / Negative Tone
Ann Patchett,1.0,-107.5,402.5,12.0,109931.5,2,Lower Visibility / Negative Tone
Anne Tyler,1.0,-107.5,402.5,12.0,109931.5,2,Lower Visibility / Negative Tone
Causeosby,1.0,-107.5,402.5,12.0,109931.5,2,Lower Visibility / Negative Tone
Dave Egger,1.0,-107.5,402.5,12.0,109931.5,2,Lower Visibility / Negative Tone
John Grains,1.0,-107.5,402.5,12.0,109931.5,2,Lower Visibility / Negative Tone
Maureen,1.0,-107.5,402.5,12.0,109931.5,2,Lower Visibility / Negative Tone
Megan Abbott,1.0,-107.5,402.5,12.0,109931.5,2,Lower Visibility / Negative Tone
Dedham,1.0,-112.0,557.0,0.0,944.0,2,Lower Visibility / Negative Tone
Jaguars,0.0,-119.5,330.5,-2.0,10705397.0,2,High Visibility / Negative Tone
Brunswick,1.0,-120.0,222.0,4.0,285642.0,2,Lower Visibility / Negative Tone
Kita-ku,1.0,-121.0,1163.5,-0.5,32099.5,2,Lower Visibility / Negative Tone
Healthy Your,1.0,-125.0,1562.5,2.5,821.0,2,Lower Visibility / Negative Tone
Lead,0.0,-125.0,656.5,-5.0,1002.5,2,High Visibility / Negative Tone
Linlin Da,1.0,-125.0,1562.5,2.5,821.0,2,Lower Visibility / Negative Tone
Maria Carrillo,1.0,-125.0,1562.5,2.5,821.0,2,Lower Visibility / Negative Tone
Suhang Song,1.0,-125.0,1562.5,2.5,821.0,2,Lower Visibility / Negative Tone
Lincoln,1.0,-126.0,360.5,2.0,836013.5,2,Lower Visibility / Negative Tone
Lobos,1.0,-126.5,694.0,5.5,6467137.0,2,Lower Visibility / Negative Tone
Matt Cb,1.0,-127.5,82.5,-0.5,472364.0,2,Lower Visibility / Negative Tone
Kericho,1.0,-130.5,1066.5,-2.0,909.0,2,Lower Visibility / Negative Tone
Emma Rubin,1.0,-133.0,274.5,-1.0,1058.5,2,Lower Visibility / Negative Tone
Abba,1.0,-137.5,137.5,-14.5,66329.0,2,Lower Visibility / Negative Tone
J. Barnes,1.0,-137.5,662.5,-5.5,173551.5,2,Lower Visibility / Negative Tone
Gallon,1.0,-140.0,470.0,-2.5,1104.5,2,Lower Visibility / Negative Tone
Glp,1.0,-140.0,377.5,1.0,1455.0,2,Lower Visibility / Negative Tone
Stella Bialous,1.0,-144.0,415.5,-4.5,5640.5,2,Lower Visibility / Negative Tone
Ala,1.0,-150.0,237.5,-6.0,14276.0,2,Lower Visibility / Negative Tone
Tory Starr,1.0,-151.0,354.0,-1.0,51229.5,2,Lower Visibility / Negative Tone
Katie Murphy,1.0,-175.0,600.0,-7.0,14332.5,2,Lower Visibility / Negative Tone
Nelson,0.0,-175.0,137.5,-7.0,6182454.5,2,High Visibility / Negative Tone
Tick-Borne Babesiosis,1.0,-175.0,203.0,-1.0,131038.0,2,Lower Visibility / Negative Tone
Blob,1.0,-185.5,335.5,0.0,21623.0,2,Lower Visibility / Negative Tone
Farned.,1.0,-187.5,137.5,15.0,796.0,2,Lower Visibility / Negative Tone
Jason Farned,1.0,-187.5,137.5,15.0,796.0,2,Lower Visibility / Negative Tone
Loc Do,1.0,-195.0,263.5,-7.5,928.5,2,Lower Visibility / Negative Tone
Amal Trivedi,1.0,-196.0,331.0,-4.0,865.5,2,Lower Visibility / Negative Tone
Ann Dis,1.0,-200.0,2500.0,2.0,200453.5,2,Lower Visibility / Negative Tone
Antoine Okandza,1.0,-200.0,412.5,-6.0,1169.0,2,Lower Visibility / Negative Tone
Brian Mcdonnell,1.0,-200.0,687.5,0.5,693.5,2,Lower Visibility / Negative Tone
Doug Halsall,1.0,-200.0,800.0,26.5,47786.0,2,Lower Visibility / Negative Tone
Henderson,1.0,-200.0,200.0,-1.0,3677.5,2,Lower Visibility / Negative Tone
Lamberth,1.0,-200.0,475.0,-3.5,76038561.5,2,Lower Visibility / Negative Tone
Lucien Manga,1.0,-200.0,412.5,-6.0,1169.0,2,Lower Visibility / Negative Tone
Manatt,1.0,-200.0,150.0,-6.0,73394.0,2,Lower Visibility / Negative Tone
Prabhat Jha,1.0,-200.0,325.0,-1.0,35640.5,2,Lower Visibility / Negative Tone
Sharon Brody,1.0,-200.0,475.0,-3.5,76038561.5,2,Lower Visibility / Negative Tone
Thierry Moungalla,1.0,-200.0,412.5,-6.0,1169.0,2,Lower Visibility / Negative Tone
Arc,1.0,-202.5,497.5,1.5,17318.0,2,Lower Visibility / Negative Tone
Lauren Byrd-Leotis,1.0,-211.0,105.5,-2.0,1812918.0,2,Lower Visibility / Negative Tone
Diana Smith,1.0,-217.5,152.5,-2.0,94635.0,2,Lower Visibility / Negative Tone
Eugene Gates,1.0,-217.5,152.5,-2.0,94635.0,2,Lower Visibility / Negative Tone
Immune Globulin,1.0,-218.0,179.0,-16.0,23001.0,2,Lower Visibility / Negative Tone
Qasem Soleimani,1.0,-221.0,410.5,-1.0,10220560.0,2,Lower Visibility / Negative Tone
Hun,1.0,-224.0,208.0,1.0,1585335.5,2,Lower Visibility / Negative Tone
James Mcdonald,0.0,-225.0,1102.5,-1.5,4765989.5,2,High Visibility / Negative Tone
Hannah Holscher,1.0,-228.5,1293.5,-4.0,1246.0,2,Lower Visibility / Negative Tone
Zielinski,0.0,-230.5,1269.5,-2.0,4774552.0,2,High Visibility / Negative Tone
M. Making,1.0,-232.0,446.0,4.0,290346.5,2,Lower Visibility / Negative Tone
Odom,1.0,-232.0,1333.0,4.5,1522.5,2,Lower Visibility / Negative Tone
Richard Frank,1.0,-237.5,362.5,-9.5,208135.5,2,Lower Visibility / Negative Tone
Jump To,1.0,-240.0,496.0,-6.0,3380.5,2,Lower Visibility / Negative Tone
Owerri,1.0,-244.0,190.5,-3.0,30992.5,2,Lower Visibility / Negative Tone
Brenham,1.0,-250.0,500.0,-0.5,561014.5,2,Lower Visibility / Negative Tone
Chen,0.0,-250.0,455.0,-2.5,11973.5,2,High Visibility / Negative Tone
Gurgu Cphone,0.0,-250.0,354.0,-2.5,908.0,2,High Visibility / Negative Tone
Jack Robbins,1.0,-250.0,403.5,-1.0,912615.5,2,Lower Visibility / Negative Tone
Jenna Kaplan,1.0,-250.0,403.5,-1.0,912615.5,2,Lower Visibility / Negative Tone
Russell Rabichev,0.0,-250.0,354.0,-2.5,908.0,2,High Visibility / Negative Tone
Tim Robbin,1.0,-250.0,403.5,-1.0,912615.5,2,Lower Visibility / Negative Tone
Tim Robbins,1.0,-250.0,403.5,-1.0,912615.5,2,Lower Visibility / Negative Tone
Tombras Tombras,1.0,-250.0,403.5,-1.0,912615.5,2,Lower Visibility / Negative Tone
Nasa,1.0,-256.5,146.0,-1.5,81226.5,2,Lower Visibility / Negative Tone
Anya,1.0,-263.5,154.5,-3.0,579720.0,2,Lower Visibility / Negative Tone
Grants,1.0,-270.0,738.0,9.0,75972.5,2,Lower Visibility / Negative Tone
Hamilton Hall,1.0,-279.0,836.0,2.5,760318.0,2,Lower Visibility / Negative Tone
Will Haunt,1.0,-286.0,703.0,-16.0,682.5,2,Lower Visibility / Negative Tone
Kashyap S,1.0,-295.5,785.5,-7.5,141682.5,2,Lower Visibility / Negative Tone
Naomi Watts,1.0,-300.0,750.0,-3.0,2941.0,2,Lower Visibility / Negative Tone
Robin Richardson,1.0,-305.0,339.5,-2.5,302395.0,2,Lower Visibility / Negative Tone
Davidson Hammer,1.0,-314.0,183.5,0.0,16402.0,2,Lower Visibility / Negative Tone
Hamer,1.0,-314.0,183.5,0.0,16402.0,2,Lower Visibility / Negative Tone
Leonardo Vinci,1.0,-316.0,571.0,-2.5,151563.0,2,Lower Visibility / Negative Tone
Meerut,1.0,-316.5,516.5,-0.5,4652.0,2,Lower Visibility / Negative Tone
Eric Olson,1.0,-324.0,216.0,-1.5,3633.5,2,Lower Visibility / Negative Tone
Amalgams,1.0,-325.0,425.0,-5.5,192486.5,2,Lower Visibility / Negative Tone
Robert Siblerud,1.0,-325.0,425.0,-5.5,192486.5,2,Lower Visibility / Negative Tone
Rebecca Kurnat,1.0,-334.0,156.5,-1.0,970.0,2,Lower Visibility / Negative Tone
Saponiqx Breakthrough,1.0,-334.0,156.5,-1.0,970.0,2,Lower Visibility / Negative Tone
Alicia Budd,1.0,-337.5,737.5,-18.0,1052202.0,2,Lower Visibility / Negative Tone
Connie Francis,1.0,-337.5,62.5,-24.0,9695.5,2,Lower Visibility / Negative Tone
Asit Modi,1.0,-341.0,776.5,-4.0,12148.0,2,Lower Visibility / Negative Tone
Ayyo Rama,1.0,-341.0,776.5,-4.0,12148.0,2,Lower Visibility / Negative Tone
Gau Seva,1.0,-341.0,776.5,-4.0,12148.0,2,Lower Visibility / Negative Tone
Gukuldhamchi Duniyadari,1.0,-341.0,776.5,-4.0,12148.0,2,Lower Visibility / Negative Tone
Neela Mediatech,1.0,-341.0,776.5,-4.0,12148.0,2,Lower Visibility / Negative Tone
Poshan Yojna,1.0,-341.0,776.5,-4.0,12148.0,2,Lower Visibility / Negative Tone
Taarak Mehta,1.0,-341.0,776.5,-4.0,12148.0,2,Lower Visibility / Negative Tone
Richard Martin,1.0,-341.5,395.5,-5.0,20227.5,2,Lower Visibility / Negative Tone
Shane Smith,1.0,-354.0,194.0,-10.0,1007.5,2,Lower Visibility / Negative Tone
Gorsuch,1.0,-359.0,641.5,1.5,24797.0,2,Lower Visibility / Negative Tone
Chestnut Hill,1.0,-362.5,100.0,9.5,2325.5,2,Lower Visibility / Negative Tone
Ryan,0.0,-365.0,333.0,1.5,4658084.5,2,High Visibility / Negative Tone
Cheryl Anderson,1.0,-371.0,746.0,-1.0,2541.0,2,Lower Visibility / Negative Tone
James Buchanan,1.0,-375.0,625.0,0.0,44359.0,2,Lower Visibility / Negative Tone
Brent Md.,1.0,-380.0,335.5,-6.0,18770.0,2,Lower Visibility / Negative Tone
Feds,1.0,-386.0,421.0,-8.0,50097.0,2,Lower Visibility / Negative Tone
Sandy Siegel,1.0,-387.0,126.0,-4.5,1266.0,2,Lower Visibility / Negative Tone
Jessica Malaty,1.0,-388.0,800.5,6.5,605442.5,2,Lower Visibility / Negative Tone
John Eligon,1.0,-388.0,800.5,6.5,605442.5,2,Lower Visibility / Negative Tone
Lance Wall,1.0,-388.0,183.5,3.5,126022.5,2,Lower Visibility / Negative Tone
Roberta,1.0,-388.5,182.0,-1.5,158297.0,2,Lower Visibility / Negative Tone
Calm,0.0,-391.0,1183.0,0.0,28899.5,2,High Visibility / Negative Tone
Meaty,1.0,-397.5,460.0,-9.5,4309.0,2,Lower Visibility / Negative Tone
Emmanuel Akoto,1.0,-400.0,450.0,-2.0,1779.5,2,Lower Visibility / Negative Tone
Matthew Mcfadden,1.0,-400.0,376.0,-4.0,2137.0,2,Lower Visibility / Negative Tone
Sophie Turner,1.0,-400.0,376.0,-4.0,2137.0,2,Lower Visibility / Negative Tone
Harvoni,1.0,-400.5,741.0,-6.5,522879.0,2,Lower Visibility / Negative Tone
Katie Kingsley,1.0,-400.5,741.0,-6.5,522879.0,2,Lower Visibility / Negative Tone
Paul Lance,1.0,-400.5,741.0,-6.5,522879.0,2,Lower Visibility / Negative Tone
Rashmi Baragi,1.0,-400.5,741.0,-6.5,522879.0,2,Lower Visibility / Negative Tone
Tarquin Collis,1.0,-400.5,741.0,-6.5,522879.0,2,Lower Visibility / Negative Tone
Thaddeus Pham,1.0,-400.5,741.0,-6.5,522879.0,2,Lower Visibility / Negative Tone
David Oyelowo,1.0,-403.0,133.0,-4.5,14940281.0,2,Lower Visibility / Negative Tone
Althea Gibson,1.0,-403.5,799.5,4.5,943.5,2,Lower Visibility / Negative Tone
Buffy Gorilla,1.0,-403.5,799.5,4.5,943.5,2,Lower Visibility / Negative Tone
Elephitz-gerald,1.0,-403.5,799.5,4.5,943.5,2,Lower Visibility / Negative Tone
Tom Donatelli,1.0,-403.5,799.5,4.5,943.5,2,Lower Visibility / Negative Tone
James Dodwell,1.0,-423.5,393.5,-3.5,592.5,2,Lower Visibility / Negative Tone
Josh Williams,1.0,-423.5,393.5,-3.5,592.5,2,Lower Visibility / Negative Tone
Mick Readey,1.0,-423.5,393.5,-3.5,592.5,2,Lower Visibility / Negative Tone
Nick Stone,1.0,-423.5,393.5,-3.5,592.5,2,Lower Visibility / Negative Tone
Steph Mountifield,1.0,-423.5,393.5,-3.5,592.5,2,Lower Visibility / Negative Tone
Sam Carr,1.0,-425.0,475.0,4.5,10328.0,2,Lower Visibility / Negative Tone
Guiana,0.0,-430.0,410.0,-1.0,4659418.0,2,High Visibility / Negative Tone
Sociol,1.0,-432.0,681.0,8.5,64855.5,2,Lower Visibility / Negative Tone
Heidegger,1.0,-436.5,351.5,0.0,96731.5,2,Lower Visibility / Negative Tone
Pearl Mcelfish,1.0,-437.5,662.5,-2.5,22558.0,2,Lower Visibility / Negative Tone
Don York,1.0,-440.0,40.0,-11.0,549.0,2,Lower Visibility / Negative Tone
Sanghee Uw,1.0,-440.5,245.5,-0.5,328136.5,2,Lower Visibility / Negative Tone
Nicholas Reynolds,1.0,-443.0,869.0,0.0,110576.0,2,Lower Visibility / Negative Tone
Jeff Kuhl,1.0,-446.0,402.0,-0.5,168868.0,2,Lower Visibility / Negative Tone
Ymca,1.0,-447.0,535.5,-6.0,4027.0,2,Lower Visibility / Negative Tone
Benjamins,1.0,-450.0,350.0,-3.0,157120.5,2,Lower Visibility / Negative Tone
Daniel Fernando,1.0,-450.0,850.0,-20.5,518089.5,2,Lower Visibility / Negative Tone
Del Pozo,1.0,-450.0,190.0,-6.0,33796.5,2,Lower Visibility / Negative Tone
Nell Npr,1.0,-450.0,525.0,-9.5,3599.0,2,Lower Visibility / Negative Tone
Christine Acosta,1.0,-455.0,302.5,-1.0,34348.5,2,Lower Visibility / Negative Tone
Mir Ali,1.0,-457.5,351.5,-1.5,56974.5,2,Lower Visibility / Negative Tone
Orville Allen,1.0,-457.5,360.5,1.5,959.0,2,Lower Visibility / Negative Tone
Tom Woods,1.0,-462.5,637.5,9.0,1497398.0,2,Lower Visibility / Negative Tone
Shelby Wieman,1.0,-465.0,842.0,-3.0,82172.0,2,Lower Visibility / Negative Tone
Kai,1.0,-466.0,341.0,-1.0,260714.5,2,Lower Visibility / Negative Tone
Sudip Kar-Gupta,1.0,-466.5,264.0,12.5,73636.0,2,Lower Visibility / Negative Tone
C. Pauza,1.0,-468.0,1106.0,-1.5,2441337.0,2,Lower Visibility / Negative Tone
Carly Et,1.0,-468.0,1106.0,-1.5,2441337.0,2,Lower Visibility / Negative Tone
Marboxil Tivoxavir,1.0,-468.0,1106.0,-1.5,2441337.0,2,Lower Visibility / Negative Tone
Michael Ison,1.0,-468.0,441.0,2.0,63168944.0,2,Lower Visibility / Negative Tone
Mpro,1.0,-468.0,1106.0,-1.5,2441337.0,2,Lower Visibility / Negative Tone
Nora Brennan,1.0,-468.0,1106.0,-1.5,2441337.0,2,Lower Visibility / Negative Tone
Tivoxavir Marboxil,1.0,-468.0,1106.0,-1.5,2441337.0,2,Lower Visibility / Negative Tone
Traws Pharma,1.0,-468.0,1106.0,-1.5,2441337.0,2,Lower Visibility / Negative Tone
Mark Hicar,1.0,-470.0,220.0,9.0,12178.5,2,Lower Visibility / Negative Tone
Sarah Hochman,1.0,-470.0,314.0,-1.0,52175.5,2,Lower Visibility / Negative Tone
F Rsvpref,1.0,-475.0,475.0,-4.0,624516.5,2,Lower Visibility / Negative Tone
Vaccines Set,1.0,-475.0,475.0,-4.0,624516.5,2,Lower Visibility / Negative Tone
Zhifei,1.0,-475.0,475.0,-4.0,624516.5,2,Lower Visibility / Negative Tone
Michael Cb,1.0,-485.0,141.5,-9.0,2882.5,2,Lower Visibility / Negative Tone
Bing Crosby,1.0,-486.0,546.0,3.0,197022.0,2,Lower Visibility / Negative Tone
Googles,1.0,-497.0,190.5,-11.0,3290.5,2,Lower Visibility / Negative Tone
Amerisource Bergen,1.0,-498.0,350.0,-10.0,847.0,2,Lower Visibility / Negative Tone
Farquhar,1.0,-498.5,566.5,4.5,3097.0,2,Lower Visibility / Negative Tone
Jacob Goldstein,1.0,-500.0,437.5,-9.5,1614.5,2,Lower Visibility / Negative Tone
Argent Biopharma,1.0,-500.5,184.0,-2.5,2906.0,2,Lower Visibility / Negative Tone
Giuliana,1.0,-507.0,795.0,-3.0,122967.0,2,Lower Visibility / Negative Tone
Karl Hardy,1.0,-509.0,215.0,3.5,2224.0,2,Lower Visibility / Negative Tone
Ahmed Yousuf,1.0,-515.0,474.5,-2.0,489934.5,2,Lower Visibility / Negative Tone
Avinash Paliwal,1.0,-515.0,474.5,-2.0,489934.5,2,Lower Visibility / Negative Tone
Bangladeshis,1.0,-515.0,474.5,-2.0,489934.5,2,Lower Visibility / Negative Tone
Chad Seidel,1.0,-515.0,527.5,-0.5,1818137.0,2,Lower Visibility / Negative Tone
Mujibur Rahman,1.0,-515.0,474.5,-2.0,489934.5,2,Lower Visibility / Negative Tone
Pierre Prakash,1.0,-515.0,474.5,-2.0,489934.5,2,Lower Visibility / Negative Tone
Rehana,1.0,-515.0,474.5,-2.0,489934.5,2,Lower Visibility / Negative Tone
Leana,1.0,-525.0,362.5,0.0,1599.5,2,Lower Visibility / Negative Tone
Skill,1.0,-526.0,218.5,-3.0,968274.5,2,Lower Visibility / Negative Tone
Marissa Thompson,1.0,-526.5,441.5,0.0,461201.0,2,Lower Visibility / Negative Tone
Ray Davis,1.0,-539.5,93.5,-3.0,16987.5,2,Lower Visibility / Negative Tone
Galea,1.0,-540.0,434.5,-6.0,213277.0,2,Lower Visibility / Negative Tone
Jeremy Farrar,0.0,-550.0,1050.0,-5.5,9308641.0,2,High Visibility / Negative Tone
Mike Levin,1.0,-565.0,345.0,-5.0,169000.5,2,Lower Visibility / Negative Tone
Tamar Mendelson,1.0,-569.5,170.5,0.5,56280.5,2,Lower Visibility / Negative Tone
Curtis Huttenhower,1.0,-573.0,199.0,5.0,528.5,2,Lower Visibility / Negative Tone
Ed,0.0,-577.5,164.5,-9.0,986.5,2,High Visibility / Negative Tone
Gotabaya,1.0,-581.0,770.0,9.0,81946.5,2,Lower Visibility / Negative Tone
Gotabaya Rajapaksa,1.0,-581.0,770.0,9.0,81946.5,2,Lower Visibility / Negative Tone
Marc Carrel,1.0,-589.0,246.0,-2.5,244846.0,2,Lower Visibility / Negative Tone
Spurlock,1.0,-595.5,636.5,-7.0,1032.0,2,Lower Visibility / Negative Tone
John Hopkins,0.0,-599.0,181.0,-3.5,8782839.0,2,High Visibility / Negative Tone
Lumbini,1.0,-600.0,1100.0,-1.0,64839.0,2,Lower Visibility / Negative Tone
Caprisa,1.0,-607.0,311.0,-1.0,903.0,2,Lower Visibility / Negative Tone
Alejandra,1.0,-608.0,451.0,4.0,88054.5,2,Lower Visibility / Negative Tone
James Tweeting,1.0,-612.5,562.5,-1.0,68809.0,2,Lower Visibility / Negative Tone
Johnny Goodreau,1.0,-612.5,562.5,-1.0,68809.0,2,Lower Visibility / Negative Tone
Johnny Goodro,1.0,-612.5,562.5,-1.0,68809.0,2,Lower Visibility / Negative Tone
Jonathan Folds,1.0,-612.5,312.5,-1.0,108289.0,2,Lower Visibility / Negative Tone
Toxins,1.0,-616.0,556.0,-5.5,64795.5,2,Lower Visibility / Negative Tone
Cascade,1.0,-625.0,637.5,-2.5,435612.0,2,Lower Visibility / Negative Tone
Influenza Strain,1.0,-625.0,375.0,-2.5,277407.0,2,Lower Visibility / Negative Tone
David Rodriguez,1.0,-630.0,617.5,-6.0,137285.0,2,Lower Visibility / Negative Tone
Lineup Highlight,1.0,-630.0,374.5,-15.0,395023.5,2,Lower Visibility / Negative Tone
Macy Davis,1.0,-640.0,183.0,0.5,1025.0,2,Lower Visibility / Negative Tone
Joe Scarborough,1.0,-644.0,1374.5,-4.0,903.0,2,Lower Visibility / Negative Tone
Asahi Shimbun,1.0,-648.0,803.5,-3.0,632.0,2,Lower Visibility / Negative Tone
Brew,1.0,-650.0,125.0,-6.5,1270003.5,2,Lower Visibility / Negative Tone
John Cassa,1.0,-653.0,163.0,7.0,227250.5,2,Lower Visibility / Negative Tone
Kaur,1.0,-659.0,431.0,2.0,146555.0,2,Lower Visibility / Negative Tone
Sandy Promise,1.0,-665.0,379.0,-5.0,83720.5,2,Lower Visibility / Negative Tone
A Discoveries,1.0,-675.0,1025.0,-4.5,1224.0,2,Lower Visibility / Negative Tone
Andreessen Horowitz,1.0,-675.0,825.0,-1.0,769567.5,2,Lower Visibility / Negative Tone
Caporossi,1.0,-675.0,812.5,-0.5,154610.5,2,Lower Visibility / Negative Tone
Chikungunya Valneva,0.0,-675.0,125.0,-4.5,10451390.0,2,High Visibility / Negative Tone
